age,industry,currency,country,years_experience,years_experience_field,education,gender,total_salary,salary_COP
25-34,Marketing & PR,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,105000.0,420000000.0
25-34,Hospitality,GBP,United Kingdom,8 - 10 years,5-7 years,College degree,Woman,35000.0,175000000.0
25-34,Retail & E-commerce,USD,United States,5-7 years,5-7 years,Master's degree,Woman,87000.0,348000000.0
25-34,Technology,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,160000.0,640000000.0
25-34,Education,USD,United States,8 - 10 years,2 - 4 years,College degree,Woman,45000.0,180000000.0
25-34,Media & Publishing,EUR,Germany,2 - 4 years,2 - 4 years,Master's degree,Woman,40000.0,180000000.0
25-34,Media & Publishing,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,70000.0,280000000.0
35-44,Technology,USD,United States,8 - 10 years,2 - 4 years,College degree,Woman,101100.0,404400000.0
25-34,Technology,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,80500.0,322000000.0
35-44,Technology,GBP,United Kingdom,11 - 20 years,11 - 20 years,College degree,Woman,80000.0,400000000.0
25-34,Education,GBP,United Kingdom,8 - 10 years,5-7 years,Master's degree,Woman,68000.0,340000000.0
25-34,Marketing & PR,GBP,United Kingdom,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,32300.0,161500000.0
18-24,Manufacturing,USD,United States,1 year or less,1 year or less,College degree,Woman,61000.0,244000000.0
35-44,Legal,USD,United States,21 - 30 years,11 - 20 years,Some college,Woman,66000.0,264000000.0
35-44,Finance,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,57500.0,230000000.0
25-34,Government,USD,United States,8 - 10 years,5-7 years,Master's degree,Woman,90106.0,360424000.0
25-34,Finance,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,90000.0,360000000.0
25-34,Healthcare,USD,United States,5-7 years,5-7 years,Master's degree,Woman,93500.0,374000000.0
18-24,Education,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,45000.0,180000000.0
25-34,Other,USD,United States,5-7 years,5-7 years,College degree,Woman,160000.0,640000000.0
25-34,Technology,EUR,Ireland,5-7 years,2 - 4 years,Some college,Woman,87000.0,391500000.0
45-54,Government,CAD,Canada,21 - 30 years,21 - 30 years,Master's degree,Woman,114400.0,366080000.0
18-24,Technology,GBP,United Kingdom,2 - 4 years,2 - 4 years,College degree,Man,55200.0,276000000.0
45-54,Government,USD,United States,21 - 30 years,5-7 years,Master's degree,Woman,60300.0,241200000.0
35-44,Healthcare,GBP,United Kingdom,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,60010.0,300050000.0
25-34,Government,USD,United States,5-7 years,2 - 4 years,Master's degree,Woman,76000.0,304000000.0
25-34,Retail & E-commerce,USD,United States,5-7 years,2 - 4 years,College degree,Woman,29120.0,116480000.0
45-54,Government,USD,United States,21 - 30 years,5-7 years,Master's degree,Woman,102000.0,408000000.0
45-54,Healthcare,USD,United States,21 - 30 years,5-7 years,College degree,Woman,52320.0,209280000.0
35-44,Education,USD,United States,11 - 20 years,5-7 years,Master's degree,Man,92000.0,368000000.0
45-54,Government,CAD,Canada,21 - 30 years,2 - 4 years,Some college,Woman,73000.0,233600000.0
25-34,Government,USD,United States,5-7 years,2 - 4 years,Master's degree,Woman,76000.0,304000000.0
25-34,Marketing & PR,USD,United States,5-7 years,2 - 4 years,Master's degree,Woman,126500.0,506000000.0
18-24,Finance,USD,United States,1 year or less,1 year or less,College degree,Woman,75000.0,300000000.0
25-34,Other,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,49000.0,196000000.0
18-24,Technology,USD,United States,1 year or less,1 year or less,College degree,Man,0.0,0.0
25-34,Marketing & PR,USD,United States,11 - 20 years,11 - 20 years,College degree,Man,160000.0,640000000.0
25-34,Healthcare,USD,United States,5-7 years,5-7 years,Master's degree,Woman,155000.0,620000000.0
25-34,Media & Publishing,USD,United States,5-7 years,5-7 years,College degree,Woman,50000.0,200000000.0
35-44,Manufacturing,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Man,98000.0,392000000.0
45-54,Technology,USD,United States,21 - 30 years,2 - 4 years,Master's degree,Woman,126000.0,504000000.0
35-44,Finance,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,96000.0,384000000.0
25-34,Other,USD,United States,2 - 4 years,1 year or less,Master's degree,Man,68000.0,272000000.0
35-44,Education,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Man,60000.0,240000000.0
35-44,Nonprofit,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,98000.0,392000000.0
25-34,Finance,GBP,United Kingdom,8 - 10 years,8 - 10 years,College degree,Woman,156000.0,780000000.0
25-34,Nonprofit,CAD,Canada,2 - 4 years,2 - 4 years,Master's degree,Woman,52000.0,166400000.0
25-34,Education,CAD,Canada,8 - 10 years,5-7 years,College degree,Woman,58000.0,185600000.0
35-44,Government,USD,United States,11 - 20 years,2 - 4 years,College degree,Woman,55214.0,220856000.0
35-44,Other,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,400000.0,1600000000.0
25-34,Marketing & PR,USD,United States,8 - 10 years,5-7 years,College degree,Woman,150000.0,600000000.0
35-44,Media & Publishing,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,80500.0,322000000.0
25-34,Healthcare,USD,United States,5-7 years,2 - 4 years,College degree,Woman,35000.0,140000000.0
35-44,Other,USD,United States,11 - 20 years,1 year or less,High School,Man,47000.0,188000000.0
25-34,Healthcare,USD,United States,5-7 years,5-7 years,College degree,Woman,109000.0,436000000.0
25-34,Healthcare,USD,United States,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,153000.0,612000000.0
18-24,Finance,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,125000.0,500000000.0
18-24,Other,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,57400.0,229600000.0
25-34,Retail & E-commerce,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,68000.0,272000000.0
25-34,Media & Publishing,GBP,United Kingdom,5-7 years,2 - 4 years,College degree,Woman,62000.0,310000000.0
45-54,Government,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,135600.0,542400000.0
35-44,Manufacturing,GBP,United Kingdom,11 - 20 years,11 - 20 years,College degree,Man,83000.0,415000000.0
35-44,Legal,USD,United States,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,350000.0,1400000000.0
45-54,Retail & E-commerce,USD,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,156000.0,624000000.0
35-44,Other,USD,Other,11 - 20 years,11 - 20 years,College degree,Woman,65500.0,262000000.0
25-34,Legal,USD,United States,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,81300.0,325200000.0
45-54,Nonprofit,USD,United States,21 - 30 years,21 - 30 years,Master's degree,Man,68000.0,272000000.0
45-54,Technology,USD,United States,21 - 30 years,5-7 years,Some college,Woman,95000.0,380000000.0
25-34,Technology,USD,United States,5-7 years,5-7 years,College degree,Man,188000.0,752000000.0
25-34,Government,USD,United States,5-7 years,5-7 years,Master's degree,Woman,60000.0,240000000.0
45-54,Healthcare,USD,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,96000.0,384000000.0
25-34,Technology,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,1040000.0,4160000000.0
25-34,Finance,USD,United States,5-7 years,5-7 years,College degree,Woman,90900.0,363600000.0
35-44,Technology,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,114419.0,457676000.0
35-44,Manufacturing,USD,United States,11 - 20 years,11 - 20 years,College degree,Man,133400.0,533600000.0
35-44,Other,CAD,Canada,8 - 10 years,8 - 10 years,College degree,Woman,170000.0,544000000.0
45-54,Government,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,108446.0,433784000.0
25-34,Manufacturing,USD,United States,5-7 years,5-7 years,Master's degree,Woman,135000.0,540000000.0
25-34,Media & Publishing,EUR,Germany,2 - 4 years,2 - 4 years,Master's degree,Woman,55800.0,251100000.0
25-34,Religious,USD,United States,5-7 years,5-7 years,College degree,Woman,62400.0,249600000.0
35-44,Manufacturing,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,48000.0,192000000.0
25-34,Marketing & PR,USD,United States,5-7 years,5-7 years,College degree,Woman,74000.0,296000000.0
25-34,Other,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,78000.0,312000000.0
25-34,Other,USD,United States,5-7 years,2 - 4 years,College degree,Woman,177120.0,708480000.0
25-34,Government,USD,United States,2 - 4 years,11 - 20 years,Master's degree,Woman,107000.0,428000000.0
55-64,Healthcare,USD,United States,21 - 30 years,21 - 30 years,College degree,Woman,63000.0,252000000.0
25-34,Legal,USD,United States,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,204450.0,817800000.0
25-34,Technology,USD,United States,5-7 years,2 - 4 years,Master's degree,Woman,55000.0,220000000.0
35-44,Manufacturing,USD,United States,11 - 20 years,11 - 20 years,College degree,Man,106000.0,424000000.0
25-34,Education,USD,United States,5-7 years,2 - 4 years,College degree,Woman,85000.0,340000000.0
25-34,Nonprofit,USD,United States,5-7 years,5-7 years,Master's degree,Woman,58320.0,233280000.0
25-34,Retail & E-commerce,GBP,United Kingdom,8 - 10 years,2 - 4 years,College degree,Woman,34500.0,172500000.0
35-44,Nonprofit,USD,United States,11 - 20 years,5-7 years,Some college,Woman,57500.0,230000000.0
25-34,Technology,USD,United States,5-7 years,5-7 years,Master's degree,Woman,124300.0,497200000.0
18-24,Finance,USD,United States,2 - 4 years,1 year or less,College degree,Woman,59500.0,238000000.0
25-34,Education,USD,United States,8 - 10 years,5-7 years,Master's degree,Woman,84000.0,336000000.0
25-34,Science & Research,USD,United States,5-7 years,5-7 years,Master's degree,Woman,125000.0,500000000.0
45-54,Finance,USD,United States,21 - 30 years,11 - 20 years,Some college,Woman,77000.0,308000000.0
35-44,Technology,USD,United States,21 - 30 years,11 - 20 years,College degree,Woman,65166.0,260664000.0
35-44,Finance,USD,United States,5-7 years,5-7 years,College degree,Woman,50211.0,200844000.0
25-34,Nonprofit,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,48900.0,195600000.0
25-34,Education,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,86000.0,344000000.0
25-34,Media & Publishing,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,70000.0,280000000.0
25-34,Technology,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,90000.0,360000000.0
25-34,Education,GBP,United Kingdom,5-7 years,2 - 4 years,College degree,Woman,24000.0,120000000.0
45-54,Education,GBP,United Kingdom,21 - 30 years,11 - 20 years,College degree,Man,45000.0,225000000.0
25-34,Technology,USD,United States,5-7 years,5-7 years,College degree,Man,105000.0,420000000.0
35-44,Technology,USD,United States,11 - 20 years,5-7 years,Master's degree,Woman,101600.0,406400000.0
25-34,Legal,USD,United States,5-7 years,2 - 4 years,Master's degree,Man,39520.0,158080000.0
45-54,Manufacturing,USD,United States,21 - 30 years,11 - 20 years,College degree,Man,73500.0,294000000.0
25-34,Healthcare,USD,United States,11 - 20 years,1 year or less,College degree,Woman,216000.0,864000000.0
45-54,Government,CAD,Canada,21 - 30 years,21 - 30 years,College degree,Woman,111000.0,355200000.0
35-44,Other,CAD,Canada,5-7 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,220000.0,704000000.0
25-34,Legal,CAD,Canada,2 - 4 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,88400.0,282880000.0
25-34,Other,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,76645.0,306580000.0
25-34,Government,CAD,Canada,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,67000.0,214400000.0
35-44,Technology,USD,United States,11 - 20 years,11 - 20 years,College degree,Man,128000.0,512000000.0
25-34,Healthcare,USD,United States,5-7 years,5-7 years,College degree,Woman,44000.0,176000000.0
35-44,Nonprofit,USD,United States,5-7 years,5-7 years,Master's degree,Woman,64500.0,258000000.0
25-34,Government,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,75078.0,300312000.0
25-34,Healthcare,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,100000.0,400000000.0
25-34,Healthcare,GBP,United Kingdom,11 - 20 years,8 - 10 years,College degree,Woman,26700.0,133500000.0
25-34,Education,USD,United States,8 - 10 years,5-7 years,College degree,Woman,37000.0,148000000.0
35-44,Education,USD,United States,11 - 20 years,2 - 4 years,Master's degree,Woman,50000.0,200000000.0
35-44,Education,USD,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,43000.0,172000000.0
45-54,Technology,USD,United States,11 - 20 years,5-7 years,Master's degree,Woman,320000.0,1280000000.0
35-44,Legal,USD,United States,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,120000.0,480000000.0
25-34,Finance,USD,United States,5-7 years,2 - 4 years,College degree,Woman,65000.0,260000000.0
45-54,Education,USD,United States,5-7 years,5-7 years,PhD,Man,0.0,0.0
25-34,Technology,GBP,United Kingdom,5-7 years,2 - 4 years,College degree,Woman,42500.0,212500000.0
35-44,Retail & E-commerce,CAD,Canada,11 - 20 years,8 - 10 years,College degree,Woman,69600.0,222720000.0
35-44,Marketing & PR,USD,United States,5-7 years,2 - 4 years,Master's degree,Man,80000.0,320000000.0
25-34,Nonprofit,USD,United States,5-7 years,2 - 4 years,College degree,Man,38040.0,152160000.0
25-34,Technology,USD,United States,5-7 years,5-7 years,College degree,Man,122000.0,488000000.0
35-44,Technology,USD,United States,11 - 20 years,11 - 20 years,College degree,Man,255000.0,1020000000.0
18-24,Education,CHF,Switzerland,2 - 4 years,2 - 4 years,Master's degree,Non-binary,72000.0,309600000.0
25-34,Technology,GBP,United Kingdom,11 - 20 years,2 - 4 years,Master's degree,Non-binary,30000.0,150000000.0
18-24,Media & Publishing,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,62500.0,250000000.0
35-44,Legal,USD,United States,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,65000.0,260000000.0
25-34,Nonprofit,USD,United States,5-7 years,2 - 4 years,Master's degree,Woman,53000.0,212000000.0
45-54,Healthcare,USD,United States,21 - 30 years,21 - 30 years,College degree,Man,132250.0,529000000.0
25-34,Education,USD,United States,5-7 years,8 - 10 years,Master's degree,Woman,43500.0,174000000.0
25-34,Other,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,260000.0,1040000000.0
18-24,Retail & E-commerce,CAD,Canada,5-7 years,5-7 years,College degree,Woman,27248.0,87193600.0
35-44,Other,USD,United States,21 - 30 years,11 - 20 years,College degree,Woman,82000.0,328000000.0
25-34,Healthcare,AUD/NZD,Australia,8 - 10 years,2 - 4 years,College degree,Woman,100635.0,281778000.0
35-44,Finance,USD,United States,11 - 20 years,11 - 20 years,High School,Woman,71000.0,284000000.0
25-34,Nonprofit,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,69800.0,279200000.0
45-54,Transport & Logistics,USD,United States,11 - 20 years,11 - 20 years,College degree,Non-binary,85000.0,340000000.0
35-44,Finance,USD,United States,11 - 20 years,11 - 20 years,College degree,Man,220000.0,880000000.0
25-34,Technology,GBP,United Kingdom,5-7 years,5-7 years,Master's degree,Man,36000.0,180000000.0
35-44,Education,USD,United States,11 - 20 years,2 - 4 years,Master's degree,Woman,32000.0,128000000.0
25-34,Media & Publishing,USD,United States,5-7 years,5-7 years,College degree,Man,140100.0,560400000.0
35-44,Technology,USD,United States,11 - 20 years,11 - 20 years,High School,Man,210000.0,840000000.0
25-34,Legal,USD,United States,5-7 years,1 year or less,Some college,Non-binary,39000.0,156000000.0
45-54,Education,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,60750.0,243000000.0
35-44,Nonprofit,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,45000.0,180000000.0
25-34,Retail & E-commerce,USD,United States,8 - 10 years,2 - 4 years,College degree,Woman,62000.0,248000000.0
25-34,Retail & E-commerce,CAD,Canada,11 - 20 years,8 - 10 years,Master's degree,Woman,56800.0,181760000.0
35-44,Healthcare,GBP,United Kingdom,11 - 20 years,1 year or less,Master's degree,Woman,24907.0,124535000.0
35-44,Technology,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,175000.0,700000000.0
25-34,Other,USD,United States,5-7 years,2 - 4 years,College degree,Man,105000.0,420000000.0
25-34,Finance,USD,United States,5-7 years,2 - 4 years,College degree,Woman,120000.0,480000000.0
25-34,Marketing & PR,USD,United States,5-7 years,5-7 years,College degree,Woman,102000.0,408000000.0
25-34,Healthcare,USD,United States,8 - 10 years,2 - 4 years,PhD,Woman,104500.0,418000000.0
25-34,Other,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,110000.0,440000000.0
25-34,Technology,USD,United States,5-7 years,2 - 4 years,College degree,Woman,130000.0,520000000.0
18-24,Finance,GBP,United Kingdom,8 - 10 years,5-7 years,College degree,Man,36500.0,182500000.0
45-54,Nonprofit,USD,United States,11 - 20 years,11 - 20 years,PhD,Man,128000.0,512000000.0
